titulo,preco,descricao,paginas,img_link,id_editora,id_genero,id_autor,id_idioma
"Brasil, uma economia que não aprende: Novas perspectivas para entender nosso fracasso",49.00,"""Brasil, uma economia que não aprende"" percorre a história das ideias econômicas sobre a riqueza “invisível” das nações: o conhecimento. O incrível avanço da ciência e da tecnologia nos levou do motor a vapor à eletricidade, do computador à inteligência artificial. O conhecimento foi fundamental para os saltos qualitativos na organização econômica. E a partir de experiências internacionais de sucesso de políticas industriais e de pesquisa e desenvolvimento, o livro aponta os erros que o Brasil cometeu, bem como os acertos que não prosperaram e por quê.

“De forma didática e fluida, Paulo Gala e André Roncaglia se debruçam, neste livro, sobre os caminhos e descaminhos do desenvolvimento econômico brasileiro à luz da história das ideias e da experiência internacional. Pensar o desenvolvimento e seus dilemas distributivos e ambientais no século XXI não é tarefa fácil. Passados cinco anos de crise econômica e várias décadas de perda de densidade industrial no Brasil, o livro abre frentes essenciais de reflexão sobre o que nos falta aprender.""
Laura Carvalho

“Gala e Roncaglia apresentam um excelente panorama das teorias de desenvolvimento econômico, de Antonio Serra no século XVII a Dani Rodrik nos dias de hoje. Os autores analisam como produtividade, complexidade produtiva e distribuição de renda estão ligadas, e ilustram suas proposições com diversos exemplos de sucesso e fracasso de políticas industriais ao redor do mundo. Leitura fundamental para quem deseja se atualizar sobre o papel do Estado e do mercado no desenvolvimento.""
Nelson Barbosa

""Terão razão Paulo Gala e André Roncaglia de Carvalho ao afirmar no título do seu livro que o Brasil não aprende? Têm, mas talvez fosse melhor mudar um pouco a pergunta: Por que o Brasil deixou de aprender? De fato, entre 1930 e 1980 a nação brasileira adotou um regime de política econômica desenvolvimentista e foi o país que mais se desenvolveu no mundo. Com quem aprendeu? Com os países ricos e as revoluções industriais e capitalistas que esses países realizaram no século XIX. Por que a nação brasileira deixou de aprender a partir de 1990? Este livro nos dá bons argumentos para responder essa questão. Resumo-os em uma frase: porque os brasileiros continuaram a querer aprender com os mesmos países ricos, que adotaram um liberalismo econômico radical e passaram a crescer muito pouco. Outra teria sido a história destes últimos 40 anos se tivessem se inspirado nos países do Leste da Ásia que continuaram desenvolvimentistas, mantiveram suas contas fiscais e suas contas externas equilibradas, não permitindo que o Estado ou o país se endividassem, e, assim, experimentaram um crescimento extraordinário e se tornaram ricos.""
Luiz Carlos Bresser-Pereira

Paulo Gala
Graduado em Economia pela FEA/USP. Mestre e Doutor em Economia pela Fundação Getúlio Vargas em São Paulo. Foi professor visitante nas Universidades de Cambridge UK em 2004 e Columbia NY em 2005. É professor de Economia na FGV-SP desde 2002.


André Roncaglia
Doutor em economia pelo Programa de Pós-Graduação em Economia do Desenvolvimento do Instituto
de Pesquisas Econômicas da USP, mestre na mesma área pela PUC-SP. É professor do Departamento de Economia e da Pós-Graduação em Economia da Unifesp, especialista em conjuntura econômica, moeda, inflação brasileira e economia brasileira. Já lecionou em instituições como Fecap, Fipecafi, FGV-SP e Fipe.",242,https://m.media-amazon.com/images/I/41RMkrkNFpL.jpg,38,6,57,1
INTRODUÇÃO À ECONOMIA,96.95,"Com a finalidade de apresentar os principais conceitos da área, a obra Introdução à Economia foi estruturada para abarcar todas as questões que envolvem esta importante ciência social, como a produção, a circulação e o consumo de bens e serviços utilizados para satisfazer as necessidades humanas. Todos os aspectos da Teoria Econômica são abordados, tanto os concernentes à Micro quanto à Macroeconomia, além da mainstream economics, formada pelas teorias contemporâneas e que possui grande aceitação por parte dos economistas. Sucesso editorial, a obra chega a sua 12ª edição, trazendo exercícios que enriquecem o conhecimento e fixam os conceitos adquiridos durante a leitura, o que a torna ferramenta essencial para todos os que querem conhecer a matéria, para os que precisam atualizar-se no assunto e também para os que estão se preparando para concursos públicos.",1085,https://m.media-amazon.com/images/I/41-BktYTPKL.jpg,15,6,58,1
Hábitos Atômicos: Um Método Fácil e Comprovado de Criar Bons Hábitos e Se Livrar dos Maus.,42.70,"BEST-SELLER DO NEW YORK TIMES


Pequenas Mudanças, Resultados Impressionantes.

Não importa quais sejam seus objetivos, Hábitos Atômicos oferece um método eficaz para você se aprimorar — todos os dias. James Clear, um dos mais expoentes especialistas na criação de hábitos, revela as estratégicas práticas que o ensinarão, exatamente, como criar bons hábitos, abandonar os maus e fazer pequenas mudanças de comportamento que levam a resultados impressionantes.

Se enfrenta dificuldades para mudar seus hábitos, o problema não é você, é o sistema escolhido.
Os maus hábitos se repetem sem parar porque você está usando o sistema errado, e não porque não queira mudar.
Assim, suas limitações não são a complexidade de seu objetivo, mas a inadequação de seus sistemas.
Neste livro, você aprenderá um método comprovado capaz de levá-lo a novos patamares.

Clear é conhecido por sua habilidade em transformar tópicos complexos em comportamentos simples que podem ser facilmente aplicados à vida cotidiana e profissional. Seu método, desenvolvido a partir de conceitos comprovados da biologia, psicologia e neurociência, é um guia descomplicado para tornar os bons hábitos inevitáveis e os maus, impossíveis.
Ao longo desta jornada, os leitores serão inspirados e entretidos por histórias de medalhistas de ouro em Olimpíadas, artistas premiados, líderes de negócios, médicos
que salvam vidas e astros da comédia que usaram a ciência dos pequenos hábitos para dominar seu ofício e se lançar ao topo de suas áreas de atuação.

Hábitos Atômicos remodela sua forma de pensar em avanço e sucesso e traz as ferramentas e estratégias de que precisa para transformar seus hábitos — seja você técnico de um time almejando a conquista de um título, uma organização com pretensões de reinventar seu setor ou simplesmente um indivíduo que deseja parar de
fumar, perder peso, reduzir o estresse ou atingir qualquer outra meta.


Descubra o Segredo dos Resultados Permanentes

Repleto de estratégias testadas e aprovadas de
autoaprimoramento, Hábitos Atômicos ensinará você a construir
hábitos que funcionem para — e não contra — você.",332,https://m.media-amazon.com/images/I/51TL4nFsLuL.jpg,39,7,59,1
As coisas que você só vê quando desacelera: Como manter a calma em um mundo frenético,29.61,"Mais de 300 mil exemplares vendidos no Brasil.
""Um livro para os dias de hoje, repleto de verdades universais, lindamente escrito e ilustrado. Cada parágrafo possui a própria semente, que cria raízes para a sabedoria mais profunda e atemporal. Uma obra para se ter sempre à mão."" – Mark Williams, coautor de Atenção plena.
De tempos em tempos, surge um livro que, com sua maneira original de iluminar importantes temas espirituais, se torna um fenômeno tão grande em seu país de origem que acaba chamando a atenção e encantando leitores de todo o mundo.",212,https://m.media-amazon.com/images/I/51xRYeF5vUL.jpg,3,7,60,1
"A psicologia financeira: lições atemporais sobre fortuna, ganância e felicidade",26.91,"O livro de educação financeira mais comentado dos últimos anos, com mais de 1 milhão de exemplares vendidos no mundo todo!
O sucesso financeiro tem menos a ver com a sua inteligência e muito mais a ver com o seu comportamento. E a forma como alguém se comporta é uma coisa difícil de se ensinar, mesmo para pessoas bastante inteligentes.
A maneira como lidamos com o dinheiro — finanças pessoais, investimentos, decisões de negócios — costuma ser explicada como um campo puramente matemático, no qual dados e fórmulas nos dizem o que fazer. A verdade, porém, é que grandes decisões monetárias não são tomadas diante de uma planilha, mas durante jantares com a família e reuniões com os colegas de trabalho. Além disso, cada uma delas é um reflexo da história pessoal e das dificuldades enfrentadas pelo indivíduo que as tomou.",260,https://m.media-amazon.com/images/I/4170p1Y9tCL.jpg,40,7,61,1
Essencialismo: A disciplinada busca por menos,29.61,"""Greg McKeown nos lembra que a clareza de foco e a capacidade de dizer 'não' são aspectos desvalorizados porém fundamentais para os negócios nos dias de hoje."" – Jeff Weiner, presidente-executivo do LinkedIn
O ESSENCIALISTA NÃO FAZ MAIS COISAS EM MENOS TEMPO – ELE FAZ APENAS AS COISAS CERTAS.",308,https://m.media-amazon.com/images/I/416tZ8V6aTL.jpg,3,7,62,1
SWITCH: Como mudar as coisas quando a mudança é difícil,59.50,"Por que é tão difícil fazer mudanças duradouras em nossas empresas, comunidades e em nossas vidas?

O principal obstáculo é o conflito incutido em nossos cérebros, dizem Chip e Dan Heath, autores do best-seller aclamado pela crítica, Ideias que Colam. Os psicólogos descobriram que nossas mentes são governadas por dois sistemas diferentes — a mente racional e a emocional —, que competem pelo controle. A mente racional quer um lindo corpo de praia; já a emocional, aquele biscoito Oreo. A mente racional quer mudar algo no trabalho; a emocional ama o conforto da rotina. Essa tensão acaba com qualquer esforço de mudança — mas, se for superada, a transformação pode ocorrer rapidamente.

Em Switch, os irmãos Heath mostram como pessoas comuns — colaboradores, gestores, pais e enfermeiras — uniram as duas mentes e, como consequência, atingiram resultados drásticos.

Os humildes médicos internos que conseguiram derrotar uma antiga e arraigada prática médica que punha os pacientes em risco

A guru de organização doméstica que desenvolveu uma técnica simples para superar o ódio da faxina

O gestor que transformou uma equipe de atendimento ao cliente apática em fanáticos por atendimento ao remover uma ferramenta padrão do setor

Em uma atraente narrativa baseada em histórias, os irmãos Heath reúnem décadas de pesquisas contraintuitivas em psicologia, sociologia e outros campos para elucidar meios pelos quais podemos realizar mudanças transformadoras.

Depoimentos:

""Para todos que têm boas ideias e querem formar um público.""
— Time

""Qualquer um interessado em influenciar o próximo — a comprar, votar, fazer dieta, doar para a caridade ou começar uma revolução — aprenderá com este livro.""
— Washington Post

""Uma visão inteligente sobre os motivos pelos quais algumas ideias pegam e outras morrem. Use os truques dos irmãos Heath para melhorar seu alcance, mesmo que seja só com as crianças.""
— People

""Se ninguém ouve quando tenta passar informações importantes, este livro é para você.""
— Psychology Today

""A utilidade [deste livro] é o que separa Ideias que Colam de seus semelhantes — O Ponto da Virada e Freakonomics... Diferente de seus antecessores, ele é mais clássico. Começa como um livro didático — quase um livro de autoajuda, seja para empresas ou pessoas — como milhares antes dele, só que muito melhor.
— Christian Science Monitor

25 Meses na Lista de Mais Vendidos da Businessweek
Livro de Negócios Nº 1 — Jornal Globe and Mail (2007)
Livro de Negócios Nº 2 — Editores da Amazon.com (2007)

Traduzido para mais de 24 línguas!",325,https://m.media-amazon.com/images/I/41OTx7vjaVL.jpg,11,7,63,1
A sutil arte de ligar o f*da-se,17.91,"Chega de tentar buscar um sucesso que só existe na sua cabeça. Chega de se torturar para pensar positivo enquanto sua vida vai ladeira abaixo. Chega de se sentir inferior por não ver o lado bom de estar no fundo do poço.
Coaching, autoajuda, desenvolvimento pessoal, mentalização positiva — sem querer desprezar o valor de nada disso, a grande verdade é que às vezes nos sentimos quase sufocados diante da pressão infinita por parecermos otimistas o tempo todo. É um pecado social se deixar abater quando as coisas não vão bem. Ninguém pode fracassar simplesmente, sem aprender nada com isso. Não dá mais. É insuportável. E é aí que entra a revolucionária e sutil arte de ligar o foda-se.",145,https://m.media-amazon.com/images/I/5144Ghp-b8L.jpg,7,7,64,1
Mindset: A nova psicologia do sucesso,29.90,"Clássico da psicologia em versão revista e atualizada.

Carol S. Dweck, professora de psicologia na Universidade Stanford e especialista internacional em sucesso e motivação, desenvolveu, ao longo de décadas de pesquisa, um conceito fundamental: a atitude mental com que encaramos a vida, que ela chama de ""mindset"", é crucial para o sucesso. Dweck revela de forma brilhante como o sucesso pode ser alcançado pela maneira como lidamos com nossos objetivos. O mindset não é um mero traço de personalidade, é a explicação de por que somos otimistas ou pessimistas, bem-sucedidos ou não. Ele define nossa relação com o trabalho e com as pessoas e a maneira como educamos nossos filhos. É um fator decisivo para que todo o nosso potencial seja explorado.",407,https://m.media-amazon.com/images/I/41+7a4RuENL.jpg,4,7,65,1
Arrume a sua cama: Pequenas coisas que podem mudar a sua vida... E talvez o mundo,17.91,"Dez lições de um almirante das forças especiais para mudar sua vida.
Quando foi convidado para proferir o discurso da aula inaugural dos alunos de graduação da Universidade do Texas, o almirante William McRaven pensou em compartilhar suas lições sobre liderança. Afinal, em 37 anos de carreira na Marinha norte-americana, ele exerceu o comando em vários níveis – inclusive tendo sido o responsável pela missão que capturou Osama Bin Laden. O que ele não imaginava é que o discurso fosse parar nas redes sociais, viralizar e ter mais de 10 milhões de visualizações!",96,https://m.media-amazon.com/images/I/51U97oowXyL.jpg,41,7,66,1
O milagre da manhã,20.93,"Conheça o método simples e eficaz que vai proporcionar a vida dos sonhos — antes das 8 horas da manhã! Hal Elrod explica os benefícios de acordar cedo e desenvolver todo o nosso potencial e as nossas habilidades. O milagre da manhã permite que o leitor alcance níveis de sucesso jamais imaginados, tanto na vida pessoal quanto profissional. A mudança de hábitos e a nova rotina matinal proposta por Hal vai proporcionar melhorias significativas na saúde, na felicidade, nos relacionamentos, nas finanças, na espiritualidade ou quaisquer outras áreas que necessitem ser aprimoradas.",188,https://m.media-amazon.com/images/I/515rjH7yikL.jpg,42,7,67,1
Pare de tentar. Comece a fazer: Como se tornar mentalmente forte e assumir o controle da sua própria vida,43.11,"""SE VOCÊ É FÃ DE MARK MANSON OU BRENÉ BROWN, VAI AMAR JULIA KRISTINA.

Medo de errar, culpa, ansiedade, autossabotagem, desejo extremo de agradar os outros... Há muitos motivos internos que nos levam a colocar nas mãos do outro o controle da nossa própria vida. É exatamente essa tendência de pensamento nocivo que a especialista Julia Kristina quer ajudar você a romper, ensinando a como se tornar emocionalmente mais forte e controlar os próprios pensamentos e emoções.

Este livro é para quem:
» Diz ""sim"" quando quer dizer ""não"", só porque odeia desapontar os demais;
» Passa noites em claro com medo da opinião das outras pessoas sobre você;
» Nunca se sente suficiente no trabalho ou demais atividades da vida;
» Acha que finalmente será feliz apenas quando conseguir resolver aquele problema que tanto atrapalha sua vida.

Com técnicas e ferramentas eficientes para lidar com o domínio emocional de si, você aprenderá a estabelecer limites, a tomar as rédeas de sua vida e irá se tornar o único responsável por seu próprio bem-estar, colocando um fim naquilo que imobiliza suas atitudes. """,288,https://m.media-amazon.com/images/I/41zt3giaWIL.jpg,14,7,68,1
Ciência no cotidiano: Viva a razão. Abaixo a ignorância!,22.41,"O simples fato de vivermos no século XXI já nos faz beneficiários da ciência e dos seus frutos, mesmo que a gente não se dê conta dessa verdade. Os objetos que nos dão conforto, que nos dão prazer, que nos transportam, que nos emocionam, que nos informam (até este livro) só existem da forma como existem por conta dos conhecimentos científicos. O cidadão que ignora fatos científicos básicos pode se tornar presa fácil de curandeiros e charlatões, gente que mente para os outros e, não raro, para si mesma.",94,https://m.media-amazon.com/images/I/51be2fE6TRL.jpg,36,8,69,1
Homo Deus: Uma breve história do amanhã,39.90,"O futuro visto por um dos grandes pensadores da atualidade: isto é Homo Deus.

Neste Homo Deus: uma breve história do amanhã, Yuval Noah Harari, autor do estrondoso best-seller Sapiens: uma breve história da humanidade, volta a combinar ciência, história e filosofia, desta vez para entender quem somos e descobrir para onde vamos. Sempre com um olhar no passado e nas nossas origens, Harari investiga o futuro da humanidade em busca de uma resposta tão difícil quanto essencial: depois de séculos de guerras, fome e pobreza, qual será nosso destino na Terra? A partir de uma visão absolutamente original de nossa história, ele combina pesquisas de ponta e os mais recentes avanços científicos à sua conhecida capacidade de observar o passado de uma maneira inteiramente nova. Assim, descobrir os próximos passos da evolução humana será também redescobrir quem fomos e quais caminhos tomamos para chegar até aqui.",606,https://m.media-amazon.com/images/I/51FGgTU-RdL.jpg,2,8,70,1
O oráculo da noite: A história e a ciência do sonho,39.90,"A partir de informações históricas, antropológicas, psicanalíticas e literárias, além das referências mais atualizadas da biologia molecular, da neurofisiologia e da medicina, o neurocientista compõe uma narrativa instigante sobre a ciência e a história do sonho.
O que é, afinal, o sonho? Para que ele serve? Como extrair sentido de seus tantos símbolos, repletos de detalhes e significados?
Neste livro, o renomado neurocientista Sidarta Ribeiro responde a essas e muitas outras questões sobre um dos grandes enigmas da humanidade ao recuperar narrativas literárias e históricas do mundo todo. Ele mostra como os sonhos eram importantes às civilizações antigas, como no Egito e na Grécia, situando-os no cerne da ciência e da política, ou como as culturas ameríndias preservam alguns dos exemplos mais bem documentados de profecias oníricas capazes de guiar povos inteiros. Ao mobilizar os principais debates da psicanálise, da medicina, da biologia molecular e da neurofisiologia,",634,https://m.media-amazon.com/images/I/6132LidSrcL.jpg,2,8,71,1
Cosmos,39.90,"A mais inteligente e imaginativa reflexão sobre as dimensões geológicas, antropológicas, biológicas, históricas e astronômicas do universo.

Escrito por um dos maiores divulgadores de ciência do século XX, Cosmos retraça 14 bilhões de anos de evolução cósmica, explorando tópicos como a origem da vida, o cérebro humano, hieróglifos egípcios, missões espaciais, a morte do sol, a evolução das galáxias e as forças e indivíduos que ajudaram a moldar a ciência moderna. Numa prosa transparente, Carl Sagan revela os segredos do planeta azul habitado por uma forma de vida que apenas começa a descobrir sua própria identidade e a se aventurar no vasto oceano do espaço sideral.
Aqui, o tratamento dos temas científicos está sempre imbricado com outros campos de estudo tradicionais, como história, antropologia, arte e filosofia. Publicado pela primeira vez em 1980,",557,https://m.media-amazon.com/images/I/51WyIo+DkVL.jpg,2,8,72,1
Defendendo A Ciência — Dentro Do Razoável: Entre o Cientificismo e o Cinismo,30.00,"“Neste livro de alta qualidade acadêmica e de pensamento, Haack oferece uma avaliação justa e equilibrada da empreitada científica, analisando suas complexidades, reconhecendo suas limitações... Muito recomendado.”
— Choice

“...trabalho original de uma acadêmica de reputação mundial sobre a natureza da ciência e seu impacto em questões culturais que tocam o interesse público... profundo e acessível, com argumentos oferecidos com uma prosa honesta característica, de grande claridade...”",676,https://m.media-amazon.com/images/I/51V2EVP+bjL.jpg,43,8,73,1
Pálido ponto azul: Uma visão do futuro da humanidade no espaço,39.90,"Análise das conquistas práticas e teóricas das viagens espaciais, abordada do ponto de vista das modificações introduzidas na visão que o homem tem de si mesmo e do seu lugar no espaço.
Por que gastar fortunas com programas espaciais quando há tantos problemas aguardando solução a poucos metros de nossas casas? Para Carl Sagan, um dia o conhecimento do espaço poderá significar nossa sobrevivência como espécie. Pálido ponto azul revela como as descobertas científicas alteraram nossa percepção de quem somos e do lugar que ocupamos no Universo - e nos incita a refletir sobre o uso que iremos dar a esse conhecimento.
""Refinado, empolgante. Uma linguagem sem jargões, impregnada de humor e emoção. A visão otimista de Sagan ilumina todos os capítulos desse livro maravilhosamente ilustrado."" -",418,https://m.media-amazon.com/images/I/510PLLAVYzL.jpg,2,8,72,1
Nosso universo: A história do cosmo e seus mistérios,44.91,"Jo Dunkley, renomada astrofísica e professora universitária, é a nossa guia nessa viagem fascinante através dos séculos de estudo da astronomia, nos apresentando ao trabalho de amadores e pesquisadores, com especial enfoque na participação das mulheres nesse campo, como Williamina Fleming, Vera C. Rubin e Jocelyn Bell Burnell. Com linguagem acessível e se valendo de exemplos diversos, é um livro indispensável para compreender melhor o funcionamento do cosmo.",323,https://m.media-amazon.com/images/I/51XO7pxr+uL.jpg,44,8,74,1
A Origem das Espécies,26.91,"O livro que apresentou a teoria da evolução, de Charles Darwin, e redefiniu para sempre a ciência moderna.
Esta nova tradução de A origem das espécies destaca-se por ter sido elaborada com base na primeira edição do texto, de 1859, que depois passaria por alterações do próprio autor em consequência das inúmeras pressões da imprensa e da comunidade científica do século XIX.",657,https://m.media-amazon.com/images/I/51MjnB1GbsL.jpg,45,8,75,1
Ciência e pseudociência: por que acreditamos naquilo em que queremos acreditar,26.91,"Você, ser racional, já se pegou acreditando em superstições ou qualquer coisa sem nenhuma evidência científica? Pois é, isso é muito mais comum do que se imagina, pois somos máquinas de crenças, que, antes de analisar criticamente, acreditamos ou desacreditamos de forma automática e só mais tarde procuramos raciocinar sobre a questão. E como combater essa tendência e não passar vexame espalhando fake news por aí? A resposta está neste livro do psicólogo e pesquisador Ronaldo Pilati: adquirir uma postura científica de compreensão do mundo. Nestes tempos de excesso de informações, muitas delas falsas, esta obra serve como um guia para se aprender como avaliar criticamente aquilo que se lê e que se ouve por aí sob o nome de “científico”. Esta obra fará você rever suas crenças. E sua vida.",134,https://m.media-amazon.com/images/I/51eMeTUSKeL.jpg,36,8,76,1
Super-Heróis da Ciência: 52 cientistas e suas pesquisas transformadoras,17.91,"Miguel Nicolelis criou um controle remoto ativado pela mente. Helena Nader descobriu uma importante função do açúcar no nosso corpo. Carlos Chagas descreveu – adivinhe! – a doença de Chagas e Bertha Lutz catalogou novas espécies de rãs enquanto lutava pelos direitos das mulheres. A trajetória desses e de muitos outros cientistas brasileiros, suas descobertas incríveis e seus trabalhos pra lá de inovadores são contados aqui, com muito bom humor, pelas apresentadoras do canal Nunca Vi 1 Cientista, Ana Bonassa e Laura Marise, e por Renan de Araújo, do grupo Via Saber. Em textos descontraídos, acompanhados por ilustrações coloridas, o leitor conhecerá a história por trás de grandes descobertas, como tratamentos para doenças, soro contra venenos de cobras, medidas para preservar o meio ambiente. E ainda vai aprender, com um passo a passo detalhado, como se tornar um cientista!",351,https://m.media-amazon.com/images/I/61V91CM898L.jpg,46,8,77,1
Par ou ímpar: Perguntas e respostas para quem quer (ou não) encontrar o amor da sua vida,17.91,"Existe amor à primeira vista? Será que estou me iludindo? Por que ainda estou solteiro? Estar solteira é o fim do mundo?
Se você já fez alguma dessas perguntas, este livro é para você. Par ou ímpar é para todos aqueles que têm dúvidas sobre relacionamentos, não importa se estão solteiros ou namorando, em busca de um amor ou não. São 100 perguntas reunidas sobre tudo que envolve o universo amoroso, incluindo temas como bagagem emocional, escolhas, sexualidade e espiritualidade.
Com a vasta experiência adquirida como consultor de relacionamentos e líder de jovens, o pastor Antônio Júnior responde a tudo que você sempre quis saber sobre namoro e ajuda o leitor a acalmar o coração e confiar em Deus.",280,https://m.media-amazon.com/images/I/51QQ7QmlUiL.jpg,32,9,78,1
A troca,17.96,"Autora do best-seller Teto para dois volta com um novo livro divertido e comovente sobre recomeços
Leena Cotton tem 29 anos e sente que já não é mais a mesma. Eileen Cotton tem 79 e está em busca de um novo amor. Tudo de que neta e avó precisam no momento é pôr em prática uma mudança radical. Então, para colocar suas respectivas vidas de volta nos trilhos, as duas têm uma ideia inusitada: trocar de lugar uma com a outra.",412,https://m.media-amazon.com/images/I/41--Xgyhn3L.jpg,7,9,79,1
Teto para dois (Livro que deu origem à série da Paramount),22.17,"Best-seller de Beth O’Leary ganha
série na Paramount+ e tem estreia aguardada para as próximas semanas no Brasil
Depois
de três meses do fim do seu relacionamento, Tiffy finalmente sai do apartamento
do ex-namorado. Agora ela precisa encontrar o quanto antes um lugar barato onde
morar. Contrariando os amigos, ela topa um acordo bastante inusitado.",437,https://m.media-amazon.com/images/I/5121Oo3FpAL.jpg,7,9,79,1
Luzes do Norte,33.24,"Luzes do Norte é o livro de estreia de Giulianna Domingues, uma aventura intensa e cheia de reviravoltas, com uma protagonista que se recusa a jogar pelas regras dos outros. Entre ursos assustadores, florestas nevadas, mistérios e intrigas, Dimitria tem uma única missão: proteger Aurora van Vintermer. Custe o que custar.
 Dimitria Coromandel é uma caçadora excepcional, a melhor da região, e, após a morte dos seus pais, se tornou a base para o sustento de sua pequena família. Para ela, o peso da responsabilidade e a necessidade de conseguir dinheiro são os impulsos de sua movimentada rotina, e, no inclemente inverno de Nurensalem, ela precisa caçar durante o dia se quiser trazer comida para a casa à noite. No entanto, quando fisga a atenção de Bóris van Vintermer, patriarca da família mais rica do local, sua realidade começa aos poucos a se transformar.",335,https://m.media-amazon.com/images/I/41ubGIvToKL.jpg,47,9,80,1
A Garota do Laço Vermelho,10.00,"Camila e Lauren se apaixonaram através da música. Antes mesmo de se conhecerem e trocarem as primeiras palavras já sabiam que era amor. Mas amor é suficiente para um relacionamento dar certo? Quando a vida sai do ritmo e exige força, coragem e luta, é preciso estar pronto para se jogar nesse precipício que é amar através do tempo.",877,https://m.media-amazon.com/images/I/51IM0EasEKL.jpg,48,9,81,1
Corte de névoa e fúria - Corte de espinhos e rosas - vol. 2,37.03,"O aguardado segundo volume da saga iniciada em Corte de espinhos e rosas, da mesma autora da série Trono de vidro. Nessa continuação, Feyre, a jovem humana que morreu nas garras de Amarantha, assume seu lugar como Quebradora da Maldição e dona dos poderes de sete Grão-Feéricos. Seu coração, no entanto, permanece humano, incapaz de esquecer o que sofreu para libertar o povo de Tamlin e o pacto firmado com Rhys, senhor da Corte Noturna. Mas, mesmo assim, ela se esforça para reconstruir o lar que criou na Corte Primaveril. Então por que é ao lado de Rhys que se sente mais plena? Peça-chave num",807,https://m.media-amazon.com/images/I/51TMLjo+SeL.jpg,47,9,82,1
O peso da glória (Clássicos C. S. Lewis),22.41," Nos nove sermões que compõem uma de suas obras mais clássicas,   O peso da glória  , C.S. Lewis demonstra porque é um dos autores cristãos mais influentes da História. Ele é capaz de tratar os mais variados temas, como pecado e identidade cristã de modo brilhante, trazendo simplicidade e clareza a assuntos complexos, instigando tanto nossa alma quanto nosso intelecto.    
 Mais um livro da coleção C.S. Lewis, com edição especial e nova tradução  ,   O peso da glória   é uma leitura obrigatória, pois traz aos leitores contemporâneos as mesmas palavras de inspiração, orientação e apologia da fé cristã que levaram alento a milhares de ouvintes em um tempo recheado de dúvidas.   ",163,https://m.media-amazon.com/images/I/51RJmzzx9tL.jpg,32,9,83,1
O labirinto de fogo (As provações de Apolo Livro 3),42.21,"No terceiro livro da série, o deus Apolo vai ser posto à prova ao enfrentar uma perigosa armadilha.
Apolo, o deus mais glorioso e belo que já existiu, causou a ira de Zeus e foi expulso do Olimpo. Ele foi parar na terra, mais precisamente em uma caçamba de lixo em Nova York. Agora, ele é Lester Papadopoulos, um mortal desajeitado e sem poderes divinos. Para reconquistar seu lugar ao lado do todo-poderoso, Apolo terá que libertar cinco oráculos desaparecidos.",477,https://m.media-amazon.com/images/I/51dlsLAZoBL.jpg,7,9,84,1
Dom Casmurro - Edição Exclusiva Amazon,14.90,"Prometido para o seminário desde o nascimento, o jovem carioca Bentinho precisa encontrar um jeito de fugir da vida na Igreja e realizar seu verdadeiro sonho: casar-se com a vizinha Capitu. Uma história de paixão, obsessão e ciúme se desenrola, em uma narrativa cheia de reviravoltas, que aos poucos constrói um retrato da sociedade brasileira.
Com este romance publicado em 1899, o maior nome da literatura nacional, Machado de Assis, torna-se também parte do cânone mundial. ""Dom Casmurro"" traz contundentes reflexões sobre o Brasil de sua época, ainda muito relevantes para os dias atuais, e faz isso com a narrativa repleta de ironia que é uma marca do autor.",462,https://m.media-amazon.com/images/I/51PjgRe58sL.jpg,49,9,85,1
A hipótese do amor: Sucesso do TikTok,29.61,"Quando um namoro de mentira entre cientistas encontra a irresistível força da atração, todas as teorias cuidadosamente calculadas sobre o amor são postas à prova.
Com personagens cativantes e diálogos afiados, este livro engraçado, sexy e inteligente se tornou uma das grandes sensações do TikTok.
Olive Smith, aluna do doutorado em Biologia da Universidade Stanford, acredita na ciência – não em algo incontrolável como o amor.",453,https://m.media-amazon.com/images/I/41knBs4ouOL.jpg,19,9,86,1
